id,title,authors,year,venue,search_strings
450,What causes hidradenitis suppurativa ?—15 years after,Christos C. Zouboulis; Farida Benhadou; Angel S. Byrd; Nisha Suyien Chandran; Evangelos J. Giamarellos‐Bourboulis; Gabriella Fabbrocini; John W. Frew; Hideki Fujita; Marcos A. González‐López; Philippe Guillem; Wayne Gulliver; Iltefat Hamzavi; Yıldız Hayran; Barbara Horváth; Sophie Hüe; Robert E. Hunger; John R Ingram; Gregor B. E. Jemec; Qiang Ju; Alexa B. Kimball; Joslyn S. Kirby; Maria Polina Konstantinou; Michelle A. Lowes; Amanda S. MacLeod; Antonio Martorell; Angelo Valerio Marzano; Łukasz Matusiak; Aude Nassif; Elena Nikiphorou; Georgios Nikolakis; André Nogueira da Costa; Martin M. Okun; Lauren A.V. Orenstein; J.C. Pascual; Ralf Paus; Benjamin Perin; Errol P. Prens; Till A. Röhn; Andrea Szegedi; Jacek C. Szepietowski; Thrasyvoulos Tzellos; Baoxi Wang; Hessel H. van der Zee,2020,Experimental Dermatology,String B
451,Magma,Ahmad Hazimeh; Adrian Herrera; Mathias Payer,2020,Proceedings of the ACM on Measurement and Analysis of Computing Systems,String B
452,Regional protein expression in human Alzheimer’s brain correlates with disease severity,Jingshu Xu; Stefano Patassini; Nitin Rustogi; Isabel Riba‐Garcia; Benjamin D. Hale; Alexander M. Phillips; Henry J. Waldvogel; Robert Haines; Phil Bradbury; Adam Stevens; Richard L. M. Faull; Andrew W. Dowsey; Garth J. S. Cooper; Richard D. Unwin,2019,Communications Biology,String B
453,Universal annotation of the human genome through integration of over a thousand epigenomic datasets,Ha Vu; Jason Ernst,2022,Genome biology,String B
454,Hybrid regression test selection,Lingming Zhang,2018,,String B
455,"Comparison of three diagnostic methods (microscopy, RDT, and PCR) for the detection of malaria parasites in representative samples from Equatorial Guinea",Pedro Berzosa; Aida de Lucio; María Romay‐Barja; Zaida Herrador; Vicenta González; Luz García; Amalia Fernández-Martı́nez; María A. Santana-Morales; Policarpo Ncogo; Basilio Valladares; Matilde Riloha; Agustín Benito,2018,Malaria Journal,String B
456,On the reliability of coverage-based fuzzer benchmarking,Marcel Böhme; László Szekeres; Jonathan Metzman,2022,Proceedings of the 44th International Conference on Software Engineering,String B
457,A Survey of Genetic Programming and Its Applications,Milad Taleby Ahvanooey; Qianmu Li; Ming Wu; Shuo Wang,2019,KSII Transactions on Internet and Information Systems,String B
458,Efficient task offloading using particle swarm optimization algorithm in edge computing for industrial internet of things,Qian You; Bing Tang,2021,Journal of Cloud Computing Advances Systems and Applications,String B
459,Immune dysregulation and immunopathology induced by SARS-CoV-2 and related coronaviruses — are we our own worst enemy?,Lok-Yin Roy Wong; Stanley Perlman,2021,Nature reviews. Immunology,String B
460,Dual-AAV split prime editor corrects the mutation and phenotype in mice with inherited retinal degeneration,Kaiqin She; Yi Liu; Qinyu Zhao; Xiu Jin; Yiliu Yang; Jing Su; Ruiting Li; Li Song; Jianlu Xiao; Shaohua Yao; Fang Lu; Yuquan Wei; Yang Yang,2023,Signal Transduction and Targeted Therapy,String B
461,GATA3 zinc finger 2 mutations reprogram the breast cancer transcriptional network,Motoki Takaku; Sara A. Grimm; John D. Roberts; Kaliopi Chrysovergis; Brian D. Bennett; Page Myers; L. Perera; Charles J. Tucker; Charles M. Perou; Paul A. Wade,2018,Nature Communications,String B
462,Empirical evaluation of mutation‐based test case prioritization techniques,Donghwan Shin; Shin Yoo; Mike Papadakis; Doo‐Hwan Bae,2018,Software Testing Verification and Reliability,String B
463,Artificial intelligence: Deep learning in oncological radiomics and challenges of interpretability and data harmonization,Panagiotis Papadimitroulas; Lennart Brocki; Neo Christopher Chung; Wistan Marchadour; Franck Vermet; Laurent Gaubert; Vasileios Eleftheriadis; Dimitris Plachouris; Dimitris Visvikis; George C. Kagadis; Mathieu Hatt,2021,Physica Medica,String B
464,Scaling static analyses at Facebook,Dino Distefano; Manuel Fähndrich; Francesco Logozzo; Peter W. O’Hearn,2019,Communications of the ACM,String B
465,"Security, Performance, and Applications of Smart Contracts: A Systematic Survey",Sara Rouhani; Ralph Deters,2019,IEEE Access,String B
466,Contamination detection in sequencing studies using the mitochondrial phylogeny,Hansi Weißensteiner; Lukas Forer; Liane Fendt; Azin Kheirkhah; Antonio Salas; Florian Kronenberg; Sebastian Schoenherr,2021,Genome Research,String B
467,Artificial Intelligence and Machine learning based prediction of resistant and susceptible mutations in Mycobacterium tuberculosis,Salma Jamal; Mohd Khubaib; Rishabh Gangwar; Sonam Grover; Abhinav Grover; Seyed E. Hasnain,2020,Scientific Reports,String B
468,Complete vertebrate mitogenomes reveal widespread repeats and gene duplications,Giulio Formenti; Arang Rhie; Jennifer Balacco; Bettina Haase; Jacquelyn Mountcastle; Olivier Fédrigo; Samara Brown; Marco Rosario Capodiferro; Farooq O. Al-Ajli; Roberto Ambrosini; Peter Houde; Sergey Koren; Karen Oliver; Michelle Smith; Jason Skelton; Emma Betteridge; Jale Dolucan; Craig Corton; Iliana Bista; James Torrance; Alan Tracey; Jonathan Wood; Marcela Uliano‐Silva; Kerstin Howe; Shane McCarthy; Sylke Winkler; Woori Kwak; Jonas Korlach; Arkarachai Fungtammasan; Daniel Fordham; Vânia Costa; Simon Mayes; Matteo Chiara; David S. Horner; Eugene W. Myers; Richard Durbin; Alessandro Achilli; Edward L. Braun; Adam M. Phillippy; Erich D. Jarvis,2021,Genome biology,String B
469,Large Language Models for Software Engineering: A Systematic Literature Review,Xinyi Hou; Yanjie Zhao; Yue Liu; Yang Zhou; Kailong Wang; Li Li; Xiapu Luo; David Lo; John Grundy; Haoyu Wang,2023,arXiv (Cornell University),String B
470,KRAS-regulated glutamine metabolism requires UCP2-mediated aspartate transport to support pancreatic cancer growth,Susanna Raho; Loredana Capobianco; Rocco Malivindi; Angelo Vozza; Carmela Piazzolla; Francesco De Leonardis; Ruggiero Gorgoglione; Pasquale Scarcia; Francesca Pezzuto; Gennaro Agrimi; Simona N. Barile; Isabella Pisano; Stephan J. Reshkin; Maria Raffaella Greco; Rosa Angela Cardone; Vittoria Rago; Yuan Li; C Marobbio; Wolfgang Sommergruber; Christopher L. Riley; Francesco M. Lasorsa; Edward Mills; Maria Carmela Vegliante; Giuseppe Egidio De Benedetto; Deborah Fratantonio; Luigi Palmieri; Vincenza Dolce; Giuseppe Fiermonte,2020,Nature Metabolism,String B
471,Machine Learning in Compiler Optimization,Zheng Wang; Michael O’Boyle,2018,Proceedings of the IEEE,String B
472,"Tetracycline-inactivating enzymes from environmental, human commensal, and pathogenic bacteria cause broad-spectrum tetracycline resistance",Andrew J. Gasparrini; Jana L. Markley; Hirdesh Kumar; Bin Wang; Luting Fang; Sidra Irum; Chanez Symister; Meghan A. Wallace; Carey‐Ann D. Burnham; Saadia Andleeb; Niraj H. Tolia; Timothy A. Wencewicz; Gautam Dantas,2020,Communications Biology,String B
473,Prioritizing mutants to guide mutation testing,Samuel J. Kaufman; Ryan Featherman; Justin Alvin; Bob Kurtz; Paul Ammann; René Just,2022,Proceedings of the 44th International Conference on Software Engineering,String B
474,Natural Language Generation and Understanding of Big Code for AI-Assisted Programming: A Review,M.F. Wong; Shangxin Guo; Ching Nam Hang; Siu‐Wai Ho; Chee Wei Tan,2023,Entropy,String B
475,Regenerative Reprogramming of the Intestinal Stem Cell State via Hippo Signaling Suppresses Metastatic Colorectal Cancer,Priscilla Cheung; Jordi Xiol; Michael T. Dill; Wei-Chien Yuan; Riccardo Panero; Jatin Roper; Fernando G. Osorio; Dejan Maglic; Qi Li; Basanta Gurung; Raffaele Calogero; Ömer Yılmaz; Junhao Mao; Fernando D. Camargo,2020,Cell stem cell,String B
476,A Review on the Role of Machine Learning in Enabling IoT Based Healthcare Applications,Hemantha Krishna Bharadwaj; Aayush Agarwal; Vinay Chamola; Naga Rajiv Lakkaniga; Vikas Hassija; Mohsen Guizani; Biplab Sikdar,2021,IEEE Access,String B
477,Towards a unified open access dataset of molecular interactions,Pablo Porras; Elisabet Barrera; Alan Bridge; Noemí del‐Toro; Gianni Cesareni; Margaret Duesbury; Henning Hermjakob; Marta Iannuccelli; Igor Jurišica; Max Kotlyar; Luana Licata; Ruth C. Lovering; David J. Lynn; Birgit Meldal; Bindu Nanduri; Kalpana Paneerselvam; Simona Panni; Chiara Pastrello; Matteo Pellegrini; Livia Perfetto; Negin Rahimzadeh; Prashansa Ratan; Sylvie Ricard‐Blum; Łukasz Salwiński; Gautam Shirodkar; Anjali Shrivastava; Sandra Orchard,2020,Nature Communications,String B
478,Towards reproducible computational drug discovery,Nalini Schaduangrat; Samuel Lampa; Saw Simeon; M. Paul Gleeson; Ola Spjuth; Chanin Nantasenamat,2020,Journal of Cheminformatics,String B
479,Multi-Objective Optimization Applications in Chemical Process Engineering: Tutorial and Review,Gade Pandu Rangaiah; Zemin Feng; Andrew Hoadley,2020,Processes,String B
480,COBRAme: A computational framework for genome-scale models of metabolism and gene expression,Colton J. Lloyd; Ali Ebrahim; Laurence Yang; Zachary A. King; Edward Catoiu; Edward J. O’Brien; Joanne K. Liu; Bernhard Ø. Palsson,2018,PLoS Computational Biology,String B
481,Sensory deprivation in Staphylococcus aureus,Maite Villanueva; Begoña García; Jaione Valle; Beatriz Rapún-Araiz; Igor Ruiz de los Mozos; Cristina Solano; Miguel Martí; José R. Penadés; Alejandro Toledo‐Arana; Íñigo Lasa,2018,Nature Communications,String B
482,Novel Immunoinformatics Approaches to Design Multi-epitope Subunit Vaccine for Malaria by Investigating Anopheles Salivary Protein,Rajan Kumar Pandey; Tarun Kumar Bhatt; Vijay Kumar Prajapati,2018,Scientific Reports,String B
483,Top-down proteomics,David S. Roberts; Joseph A. Loo; Yury O. Tsybin; Xiaowen Liu; Si Wu; Julia Chamot‐Rooke; Jeffrey N. Agar; Ljiljana Paša‐Tolić; Lloyd M. Smith; Ying Ge,2024,Nature Reviews Methods Primers,String B
484,"Tasks, Techniques, and Tools for Genomic Data Visualization",Sabrina Nusrat; Theresa Harbig; Nils Gehlenborg,2019,Computer Graphics Forum,String B
485,The evaluation of Bcftools mpileup and GATK HaplotypeCaller for variant calling in non-human species,Messaoud Lefouili; Kiwoong Nam,2022,Scientific Reports,String B
486,"Prediction of Breast Cancer, Comparative Review of Machine Learning Techniques, and Their Analysis",Noreen Fatima; Li Liu; Sha Hong; H. Ahmed,2020,IEEE Access,String B
487,pTuneos: prioritizing tumor neoantigens from next-generation sequencing data,Chi Zhou; Zhiting Wei; Zhanbing Zhang; Biyu Zhang; Chenyu Zhu; Ke Chen; Guohui Chuai; Sheng Qu; Lu Xie; Yong Gao; Qi Liu,2019,Genome Medicine,String B
488,Intelligent Intersection Control for Delay Optimization: Using Meta-Heuristic Search Algorithms,Arshad Jamal; Muhammad Tauhidur Rahman; Hassan M. Al-Ahmadi; Irfan Ullah; Muhammad Zahid,2020,Sustainability,String B
489,Alliance of Genome Resources Portal: unified model organism research platform,Julie Agapite; Laurent‐Philippe Albou; Suzi Aleksander; Joanna Argasinska; Valerio Arnaboldi; Helen Attrill; Susan M. Bello; Judith A. Blake; Olin Blodgett; Yvonne M. Bradford; Carol J. Bult; Scott Cain; Brian R. Calvi; Seth Carbon; Juancarlos Chan; Wen J. Chen; J. Michael Cherry; Jaehyoung Cho; Karen Christie; Madeline A. Crosby; Jeff De Pons; M. Eileen Dolan; Gilberto dos Santos; Barbara Dunn; Nathan Dunn; Anne Eagle; Dustin Ebert; Stacia R. Engel; David Fashena; Ken Frazer; Sibyl Gao; Felix Gondwe; Josh Goodman; L. Sian Gramates; Christian A Grove; Todd Harris; Marie‐Claire Harrison; Douglas G. Howe; Kevin Howe; Sagar Jha; James A. Kadin; Thomas C. Kaufman; Patrick Kalita; Kalpana Karra; Ranjana Kishore; Stan Laulederkind; Raymond Lee; Kevin Hawthorne; Steven J Marygold; Beverley Matthews; Gillian Millburn; Stuart R. Miyasato; Sierra Moxon; Hans-Michael Mueller; Chris Mungall; Anushya Muruganujan; Tremayne Mushayahama; Robert S Nash; Patrick Ng; Michael Paulini; Norbert Perrimon; Christian Pich; Daniela Raciti; Joel E. Richardson; Matthew Russell; Susan Russo Gelbart; Leyla Ruzicka; Kevin Schaper; Mary Shimoyama; Matt Simison; Cynthia L. Smith; David Shaw; Ajay Shrivatsav; Marek S. Skrzypek; Jennifer R. Smith; Paul W. Sternberg; Christopher J. Tabone; Paul D. Thomas; Jyothi Thota; Sabrina Toro; Monika Tomczuk; Marek Tutaj; Monika Tutaj; Jose-Maria Urbano; Kimberly Van Auken; Ceri E. Van Slyke; Shur‐Jen Wang; Shuai Weng; Monte Westerfield; Gary W. Williams; Edith D. Wong; A. Jordan Wright; Karen Yook,2019,Nucleic Acids Research,String B
490,FEMOSAA,Tao Chen; Ke Li; Rami Bahsoon; Xin Yao,2018,ACM Transactions on Software Engineering and Methodology,String B
491,Genetic Algorithm Based on Natural Selection Theory for Optimization Problems,Musatafa Abbas Abbood Albadr; Sabrina Tiun; Masri Ayob; Fahad Taha AL‐Dhief,2020,Symmetry,String C
492,Performance enhancement of meta-heuristics through random mutation and simulated annealing-based selection for concurrent topology and sizing optimization of truss structures,Sumit Kumar; Ghanshyam G. Tejani; Nantiwat Pholdee; Sujin Bureerat,2022,Soft Computing,String C
493,On initial population generation in feature subset selection,Ayça Deniz; Hakan Ezgi Kızılöz,2019,Expert Systems with Applications,String C
494,The advantages of the Matthews correlation coefficient (MCC) over F1 score and accuracy in binary classification evaluation,Davide Chicco; Giuseppe Jurman,2020,BMC Genomics,String C
495,Precision Therapy in RAS Mutant Colorectal Cancer,Rodrigo Dienstmann; Kate Connor; Annette T. Byrne; Wolf H. Fridman; Diether Lambrechts; Anguraj Sadanandam; Livio Trusolino; Jochen H.M. Prehn; Josep Tabernero; Walter Kölch,2020,Gastroenterology,String C
496,Symbiotic organisms search algorithm using random walk and adaptive Cauchy mutation on the feature selection of sleep staging,Fahui Miao; Li Yao; Xiaojie Zhao,2021,Expert Systems with Applications,String C
497,Prediction of EGFR Mutation Status in Non–Small Cell Lung Cancer Based on Ensemble Learning,Youdan Feng; Fan Song; Peng Zhang; Guangda Fan; Tianyi Zhang; Xiangyu Zhao; Chenbin Ma; Yangyang Sun; Xiao Song; Huangsheng Pu; Fei Liu; Guanglei Zhang,2022,Frontiers in Pharmacology,String C
498,Ability of 18F-FDG Positron Emission Tomography Radiomics and Machine Learning in Predicting KRAS Mutation Status in Therapy-Naive Lung Adenocarcinoma,Ruiyun Zhang; Kuangyu Shi; Wolfgang Hohenforst‐Schmidt; Claus Steppert; Zsolt Sziklavári; Christian Schmidkonz; Armin Atzinger; Arndt Hartmann; Michael Vieth; Stefan Förster,2023,Cancers,String C
499,Value of multi‐center <sup>18</sup>F‐FDG PET/CT radiomics in predicting EGFR mutation status in lung adenocarcinoma,Yan Zuo; Liu Liu; Cheng Chang; Hui Yan; Lihua Wang; Dazhen Sun; Maomei Ruan; Bei Lei; Xunpeng Xia; Wenhui Xie; Shaoli Song; Gang Huang,2024,Medical Physics,String C
500,Multiple strategies based Grey Wolf Optimizer for feature selection in performance evaluation of open-ended funds,Dan Chang; Congjun Rao; Xinping Xiao; Fuyan Hu; Mark Goh,2024,Swarm and Evolutionary Computation,String C
501,Diagnosis and management of AML in adults: 2022 recommendations from an international expert panel on behalf of the ELN,Hartmut Döhner; Andrew H. Wei; Frederick R. Appelbaum; Charles Craddock; Courtney D. DiNardo; Hervé Dombret; Benjamin L. Ebert; Pierre Fenaux; Lucy A. Godley; Robert P. Hasserjian; Richard A. Larson; Ross L. Levine; Yasushi Miyazaki; Dietger Niederwieser; Gert J. Ossenkoppele; Christoph Röllig; Jorge Sierra; Eytan M. Stein; Martin S. Tallman; Hwei‐Fang Tien; Jianxiang Wang; Agnieszka Wierzbowska; Bob Löwenberg,2022,Blood,String C
502,AdaLead: A simple and robust adaptive greedy search algorithm for sequence design,Sam Sinai; Richard Wang; Alexander Whatley; Stewart Slocum; Elina Locane; Eric D. Kelsic,2020,arXiv (Cornell University),String C
503,A Machine Learning-Based Predictive Model of Epidermal Growth Factor Mutations in Lung Adenocarcinomas,Ruimin He; Xiaohua Yang; Tengxiang Li; Yaolin He; Xiaoxue Xie; Qilei Chen; Zijian Zhang; Tingting Cheng,2022,Cancers,String C
504,DNA methylation-based classification of central nervous system tumours,David Capper; David Jones; Martin Sill; Volker Hovestadt; Daniel Schrimpf; Dominik Sturm; Christian Koelsche; Felix Sahm; Lukas Chávez; David Reuß; Annekathrin Kratz; Annika K. Wefers; Kristin Huang; Kristian W. Pajtler; Leonille Schweizer; Damian Stichel; Adriana Olar; Nils W. Engel; Kerstin Lindenberg; Patrick N. Harter; Anne K. Braczynski; Karl H. Plate; Hildegard Dohmen; Boyan K. Garvalov; Roland Coras; Annett Hölsken; Ekkehard Hewer; Melanie Bewerunge‐Hudler; Matthias Schick; Roger Fischer; Rudi Beschorner; Jens Schittenhelm; Ori Staszewski; Khalida Wani; Pascale Varlet; Mélanie Pagès; Petra Temming; Dietmar Lohmann; Florian Selt; Hendrik Witt; Till Milde; Olaf Witt; Eleonora Aronica; Felice Giangaspero; Elisabeth J. Rushing; Wolfram Scheurlen; Christoph Geisenberger; Fausto J. Rodríguez; Albert J. Becker; Matthias Preusser; Christine Haberler; Rolf Bjerkvig; Jane Cryan; Michael A. Farrell; Martina Deckert; Jürgen Hench; Stephan Frank; Jonathan Serrano; Kasthuri Kannan; Aristotelis Tsirigos; Wolfgang Brück; Silvia Höfer; Stefanie Brehmer; Marcel Seiz‐Rosenhagen; Daniel Hänggi; Volkmar Hans; Stephanie Rozsnoki; Jordan R. Hansford; Patricia Kohlhof; Bjarne Winther Kristensen; Matt Lechner; Beatriz Lopes; Christian Mawrin; Ralf Ketter; Andreas E. Kulozik; Ziad Khatib; Frank L. Heppner; Arend Koch; Anne Jouvet; Catherine Keohane; Helmut Mühleisen; Wolf Mueller; Ute Pohl; Marco Prinz; Axel Benner; Marc Zapatka; Nicholas G. Gottardo; Pablo Hernáiz Driever; Christof M. Kramm; Hermann L. Müller; Stefan Rutkowski; Katja von Hoff; Michael C. Frühwald; Astrid Gnekow; Gudrun Fleischhack; Stephan Tippelt; Gabriele Calaminus; Camelia‐Maria Monoranu; Arie Perry; Chris Jones,2018,Nature,String C
505,Classification of retinoblastoma-1 gene mutation with machine learning-based models in bladder cancer,Okan İnce; Hülya Yıldız; Tanju Kısbet; Şükrü Mehmet Ertürk; Hakan Önder,2022,Heliyon,String C
506,2020 ESC Guidelines for the diagnosis and management of atrial fibrillation developed in collaboration with the European Association for Cardio-Thoracic Surgery (EACTS),Gerhard Hindricks; Tatjana Potpara; Nikolaos Dagres; Elena Arbelo; Jeroen J. Bax; Carina Blomström‐Lundqvist; Giuseppe Boriani; Manuel Castella; Gheorghe-Andrei Dan; Polychronis Dilaveris; Laurent Fauchier; Gerasimos Filippatos; Jonathan M Kalman; Mark La Meir; Deirdre A Lane; Jean‐Pierre Lebeau; Maddalena Lettino; Gregory Y.H. Lip; Fausto J Pinto; G. Neil Thomas; Marco Valgimigli; Isabelle C. Van Gelder; Bart P. van Putte; Caroline Watkins; ESC Scientific Document Group; Paulus Kirchhof; Michael Kühne; Victor Aboyans; Anders Ahlsson; Paweł Balsam; Johann Bauersachs; Stefano Benussi; Axel Brandes; Frieder Braunschweig; A John Camm; Davide Capodanno; Barbara Casadei; David Conen; Harry J.G.M. Crijns; Victoria Delgado; Dobromir Dobrev; Heinz Drexel; Lars Eckardt; Donna Fitzsimons; Thierry Folliguet; Chris P Gale; Bülent Görenek; Karl Georg Hæusler; Hein Heidbüchel; Bernard Iung; Hugo A Katus; Dipak Kotecha; Ulf Landmesser; Christophe Leclercq; Basil S. Lewis; Julia Mascherbauer; José Luís Merino; Béla Merkely; Lluı́s Mont; Christian Mueller; Klaudia V Nagy; Jonas Oldgren; Nikola Pavlović; Roberto F.E. Pedretti; Steffen E. Petersen; Jonathan P. Piccini; Bogdan A Popescu; Helmut Pürerfellner; Dimitrios J. Richter; Marco Roffi; Andrea Rubboli; Daniel Scherr; Renate B. Schnabel; Iain A. Simpson; Е. V. Shlyakhto; Moritz F. Sinner; Jan Steffel; Miguel Sousa-Uva; Piotr Suwalski; Martin Svetlošák; Rhian M Touyz; Nikolaos Dagres; Elena Arbelo; Jeroen J. Bax; Carina Blomström‐Lundqvist; Giuseppe Boriani; Manuel Castella; Gheorghe-Andrei Dan; Polychronis Dilaveris; Laurent Fauchier; Gerasimos Filippatos; Jonathan M Kalman; Mark La Meir; Deirdre A Lane; Jean‐Pierre Lebeau; Maddalena Lettino; Gregory Y.H. Lip; Fausto J Pinto; G. Neil Thomas; Marco Valgimigli,2020,European Heart Journal,String C
